Gene stable ID,Gene name,FlyBase annotation ID,Gene type,Gene description
FBgn0266172,pre-mod(mdg4)-E,CG44878,protein_coding,CG44878
FBgn0029810,CG12239,CG12239,protein_coding,CG12239
FBgn0031675,CG9121,CG9121,protein_coding,CG9121
FBgn0030191,CG15306,CG15306,protein_coding,CG15306
FBgn0267127,CR45567,CR45567,ncRNA,CR45567
FBgn0035534,mRpS6,CG15016,protein_coding,mitochondrial ribosomal protein S6
FBgn0263556,mir-4940,CR43541,ncRNA,mir-4940 stem loop
FBgn0032077,CG9515,CG9515,protein_coding,CG9515
FBgn0083992,Mkp,CG34099,protein_coding,MAP kinase-specific phosphatase
FBgn0051933,CG31933,CG31933,protein_coding,CG31933
FBgn0038610,CG7675,CG7675,protein_coding,CG7675
FBgn0030794,CG13005,CG13005,protein_coding,CG13005
FBgn0053189,CG33189,CG33189,protein_coding,CG33189
FBgn0082933,Me28S-G1083c,CR34564,snoRNA,Me28S-G1083c
FBgn0260770,CG42568,CG42568,protein_coding,CG42568
FBgn0035677,CG13293,CG13293,protein_coding,CG13293
FBgn0052651,CG32651,CG32651,protein_coding,CG32651
FBgn0045843,RacGAP84C,CG2595,protein_coding,Rac GTPase activating protein at 84C
FBgn0085512,RYa,CG40733,protein_coding,RYamide
FBgn0014869,Pglym78,CG1721,protein_coding,Phosphoglyceromutase 78
FBgn0034070,SP2353,CG8403,protein_coding,SP2353
FBgn0267083,CR45527,CR45527,ncRNA,CR45527
FBgn0036992,Hpd,CG11796,protein_coding,4-hydroxyphenylpyruvate dioxygenase
FBgn0036191,Sugb,CG7334,protein_coding,Sugar baby
FBgn0045498,Gr22d,CG31930,protein_coding,Gustatory receptor 22d
FBgn0038542,TyrR,CG7431,protein_coding,Tyramine receptor
FBgn0052237,CG32237,CG32237,protein_coding,CG32237
FBgn0085380,dcma,CG34351,protein_coding,decima
FBgn0001612,Grip91,CG10988,protein_coding,Gamma-tubulin ring protein 91
FBgn0264793,CR44023,CR44023,ncRNA,CR44023
FBgn0002932,neur,CG11988,protein_coding,neuralized
FBgn0033367,PPO2,CG8193,protein_coding,Prophenoloxidase 2
FBgn0026418,Hsp110,CG6603,protein_coding,Heat shock protein 110
FBgn0004143,nullo,CG14426,protein_coding,nullo
FBgn0034923,Upf3,CG11184,protein_coding,Upf3
FBgn0053885,CG33885,CG33885,protein_coding,CG33885
FBgn0051909,CG31909,CG31909,protein_coding,CG31909
FBgn0267760,CR46091,CR46091,ncRNA,CR46091
FBgn0288728,PS4,CR46528,ncRNA,PS4
FBgn0039436,TwdlB,CG6478,protein_coding,TweedleB
FBgn0053378,CR33378,CR33378,rRNA,CR33378
FBgn0036195,Dnai2,CG6053,protein_coding,"dynein, axonemal, intermediate chain 2"
FBgn0019809,gcm2,CG3858,protein_coding,gcm2
FBgn0034045,CG8249,CG8249,protein_coding,CG8249
FBgn0266875,CR45336,CR45336,ncRNA,CR45336
FBgn0263278,Fic,CG9523,protein_coding,Fic domain-containing protein
FBgn0045485,Gr36c,CG31748,protein_coding,Gustatory receptor 36c
FBgn0288745,CG46520,CG46520,protein_coding,CG46520
FBgn0267629,CR45967,CR45967,ncRNA,CR45967
FBgn0013746,alien,CG9556,protein_coding,alien
FBgn0263872,CR43719,CR43719,ncRNA,CR43719
FBgn0267529,CR45869,CR45869,ncRNA,CR45869
FBgn0028507,CG3793,CG3793,protein_coding,CG3793
FBgn0259824,Hip14,CG6017,protein_coding,Huntingtin-interacting protein 14
FBgn0053504,U7,CR33504,snRNA,small nuclear RNA U7
FBgn0034456,Ir56b,CG15121,protein_coding,Ionotropic receptor 56b
FBgn0267048,CG45492,CG45492,protein_coding,CG45492
FBgn0051674,CG31674,CG31674,protein_coding,CG31674
FBgn0053257,CG33257,CG33257,protein_coding,CG33257
FBgn0038369,Arpc3A,CG4560,protein_coding,"Actin-related protein 2/3 complex, subunit 3A"
FBgn0050412,CG30412,CG30412,protein_coding,CG30412
FBgn0266914,CR45374,CR45374,ncRNA,CR45374
FBgn0034866,Or59c,CG17226,protein_coding,Odorant receptor 59c
FBgn0034315,CG5721,CG5721,protein_coding,CG5721
FBgn0051876,Cpr30F,CG31876,protein_coding,Cuticular protein 30F
FBgn0034509,Obp57c,CG13421,protein_coding,Odorant-binding protein 57c
FBgn0033871,CG13339,CG13339,protein_coding,CG13339
FBgn0286918,CR46418,CR46418,pseudogene,CR46418
FBgn0030218,CG1628,CG1628,protein_coding,CG1628
FBgn0002709,mei-218,CG8923,protein_coding,meiotic 218
FBgn0036250,Ir68b,CG17152,protein_coding,Ionotropic receptor 68b
FBgn0016122,Acer,CG10593,protein_coding,Angiotensin-converting enzyme-related
FBgn0028426,RNaseZ,CG3298,protein_coding,Ribonuclease Z
FBgn0022981,rpk,CG1058,protein_coding,ripped pocket
FBgn0030868,CG12986,CG12986,protein_coding,CG12986
FBgn0044048,Ilp5,CG33273,protein_coding,Insulin-like peptide 5
FBgn0039702,Vps16B,CG18112,protein_coding,Vacuolar protein sorting 16B
FBgn0053532,lectin-37Da,CG33532,protein_coding,lectin-37Da
FBgn0267528,CR45868,CR45868,ncRNA,CR45868
FBgn0039611,Nepl18,CG14528,protein_coding,Neprilysin-like 18
FBgn0037829,CG14691,CG14691,protein_coding,CG14691
FBgn0053855,CG33855,CG33855,protein_coding,CG33855
FBgn0087008,e(y)3,CG12238,protein_coding,enhancer of yellow 3
FBgn0034067,CG8399,CG8399,protein_coding,CG8399
FBgn0032020,strat,CG7787,protein_coding,stratum
FBgn0038294,Mf,CG6803,protein_coding,Myofilin
FBgn0266573,Thr-TGT-2-3,CR45106,tRNA,Threonine-TGT 2-3
FBgn0262333,mir-963,CR43040,ncRNA,mir-963 stem loop
FBgn0003009,ord,CG3134,protein_coding,orientation disruptor
FBgn0036678,CG11905,CG11905,protein_coding,CG11905
FBgn0029807,CG3108,CG3108,protein_coding,CG3108
FBgn0260401,MED9,CG42517,protein_coding,Mediator complex subunit 9
FBgn0040467,Dlip1,CG15367,protein_coding,Dorsal interacting protein 1
FBgn0010380,AP-1-2beta,CG12532,protein_coding,"Adaptor Protein complex 1/2, beta subunit"
FBgn0000356,Cp16,CG6533,protein_coding,Chorion protein 16
FBgn0031906,CG5160,CG5160,protein_coding,CG5160
FBgn0032634,Polr2J,CG6840,protein_coding,RNA polymerase II subunit J
FBgn0052563,CG32563,CG32563,protein_coding,CG32563
FBgn0265309,CR44282,CR44282,ncRNA,CR44282
FBgn0265196,CR44256,CR44256,ncRNA,CR44256
FBgn0052128,Pro-AGG-1-6,CR32128,tRNA,Proline-AGG 1-6
FBgn0030800,Nprl2,CG9104,protein_coding,Nitrogen permease regulator-like 2
FBgn0033271,CG8708,CG8708,protein_coding,CG8708
FBgn0053310,CG33310,CG33310,protein_coding,CG33310
FBgn0039682,Obp99c,CG7584,protein_coding,Odorant-binding protein 99c
FBgn0266040,CR44805,CR44805,ncRNA,CR44805
FBgn0032869,CG17470,CG17470,protein_coding,CG17470
FBgn0051249,CG31249,CG31249,protein_coding,CG31249
FBgn0031769,CG9135,CG9135,protein_coding,CG9135
FBgn0033995,GPHR,CG8090,protein_coding,Golgi pH Regulator
FBgn0035720,CG10077,CG10077,protein_coding,CG10077
FBgn0035799,mmm,CG14838,protein_coding,missing minor mitochondria
FBgn0037036,Sems,CG10586,protein_coding,Seminase
FBgn0033027,TpnC4,CG12408,protein_coding,Troponin C isoform 4
FBgn0030929,CG15043,CG15043,protein_coding,CG15043
FBgn0033076,CG15233,CG15233,protein_coding,CG15233
FBgn0034356,Pepck2,CG10924,protein_coding,Phosphoenolpyruvate carboxykinase 2
FBgn0025558,CG4101,CG4101,protein_coding,CG4101
FBgn0013689,Ala-TGC,CR34077,tRNA,Alanine-TGC
FBgn0015360,oxt,CG32300,protein_coding,peptide O-xylosyltransferase
FBgn0267185,CR45625,CR45625,ncRNA,CR45625
FBgn0032205,CG4957,CG4957,protein_coding,CG4957
FBgn0039942,CG17163,CG17163,protein_coding,CG17163
FBgn0029853,Josd,CG3781,protein_coding,Josephin domain containing
FBgn0265826,CR44615,CR44615,ncRNA,CR44615
FBgn0052313,CG32313,CG32313,protein_coding,CG32313
FBgn0031456,Tnpo-SR,CG2848,protein_coding,Transportin-Serine/Arginine rich
FBgn0037248,srl,CG9809,protein_coding,spargel
FBgn0265078,CR44189,CR44189,ncRNA,CR44189
FBgn0025681,CG3558,CG3558,protein_coding,CG3558
FBgn0261985,Ptpmeg,CG1228,protein_coding,Protein tyrosine phosphatase Meg
FBgn0011260,Sema2a,CG4700,protein_coding,Semaphorin 2a
FBgn0035287,CG13937,CG13937,protein_coding,CG13937
FBgn0032924,Nbr,CG9247,protein_coding,Nibbler
FBgn0266171,pre-mod(mdg4)-AB,CG44877,protein_coding,CG44877
FBgn0040837,CG8620,CG8620,protein_coding,CG8620
FBgn0264899,CG44090,CG44090,protein_coding,CG44090
FBgn0037324,Orco,CG10609,protein_coding,Odorant receptor co-receptor
FBgn0264678,CR43963,CR43963,ncRNA,CR43963
FBgn0035211,CG2211,CG2211,protein_coding,CG2211
FBgn0039642,CG11882,CG11882,protein_coding,CG11882
FBgn0266087,CR44829,CR44829,ncRNA,CR44829
FBgn0083961,CG34125,CG34125,protein_coding,CG34125
FBgn0263544,mir-4949,CR43529,ncRNA,mir-4949 stem loop
FBgn0035481,CG12605,CG12605,protein_coding,CG12605
FBgn0031951,r2d2,CG7138,protein_coding,r2d2
FBgn0266880,CR45341,CR45341,ncRNA,CR45341
FBgn0053926,Srg3,CG33926,protein_coding,Sting-regulated gene 3
FBgn0025743,mbt,CG18582,protein_coding,mushroom bodies tiny
FBgn0040786,CG14104,CG14104,protein_coding,CG14104
FBgn0260390,CG42516,CG42516,protein_coding,CG42516
FBgn0262688,CR43158,CR43158,pseudogene,CR43158
FBgn0004170,sc,CG3827,protein_coding,scute
FBgn0265737,CR44544,CR44544,ncRNA,CR44544
FBgn0038983,CG5326,CG5326,protein_coding,CG5326
FBgn0037920,CG14710,CG14710,protein_coding,CG14710
FBgn0067628,CG33331,CG33331,protein_coding,CG33331
FBgn0043796,CG12219,CG12219,protein_coding,CG12219
FBgn0038299,Spn88Eb,CG6687,protein_coding,Serpin 88Eb
FBgn0267799,CR46124,CR46124,ncRNA,CR46124
FBgn0036597,CG4962,CG4962,protein_coding,CG4962
FBgn0032229,ClpP,CG5045,protein_coding,Caseinolytic protease proteolytic subunit
FBgn0015714,Cyp6a17,CG10241,protein_coding,Cytochrome P450 6a17
FBgn0266196,CR44891,CR44891,ncRNA,CR44891
FBgn0266389,CR45029,CR45029,ncRNA,CR45029
FBgn0034433,EndoB,CG9834,protein_coding,Endophilin B
FBgn0038873,CG5892,CG5892,protein_coding,CG5892
FBgn0035151,CG17129,CG17129,protein_coding,CG17129
FBgn0267205,CR45645,CR45645,ncRNA,CR45645
FBgn0034655,CG10307,CG10307,protein_coding,CG10307
FBgn0266259,CG44954,CG44954,protein_coding,CG44954
FBgn0053735,430i,CR33735,ncRNA,small non-coding RNA 430i
FBgn0030439,CG12716,CG12716,protein_coding,CG12716
FBgn0284412,CR46326,CR46326,ncRNA,CR46326
FBgn0004432,Cyp1,CG9916,protein_coding,Cyclophilin 1
FBgn0031640,Mon1,CG11926,protein_coding,Monensin sensitivity 1
FBgn0038020,GstD9,CG10091,protein_coding,Glutathione S transferase D9
FBgn0028991,seq,CG32904,protein_coding,sequoia
FBgn0030969,Usp39,CG7288,protein_coding,Ubiquitin specific protease 39
FBgn0052328,Glu-CTC-3-2,CR32328,tRNA,Glutamic acid-CTC 3-2
FBgn0011758,B-H1,CG5529,protein_coding,BarH1
FBgn0050463,Pgant9,CG30463,protein_coding,Polypeptide N-Acetylgalactosaminyltransferase 9
FBgn0030918,CG15056,CG15056,protein_coding,CG15056
FBgn0038984,AdipoR,CG5315,protein_coding,Adiponectin receptor
FBgn0262035,CG42846,CG42846,protein_coding,CG42846
FBgn0036689,CG7730,CG7730,protein_coding,CG7730
FBgn0267538,CR45878,CR45878,ncRNA,CR45878
FBgn0035162,Sf3b3,CG13900,protein_coding,Splicing factor 3b subunit 3
FBgn0039829,CG15561,CG15561,protein_coding,CG15561
FBgn0050238,Glu-TTC-1-1,CR30238,tRNA,Glutamic acid-TTC 1-1
FBgn0036786,skl,CG13701,protein_coding,sickle
FBgn0038355,CG4520,CG4520,protein_coding,CG4520
FBgn0030511,CG11158,CG11158,protein_coding,CG11158
FBgn0004872,piwi,CG6122,protein_coding,P-element induced wimpy testis
FBgn0267237,CR45677,CR45677,ncRNA,CR45677
FBgn0063368,Gpb5,CG40041,protein_coding,Glycoprotein hormone beta 5
FBgn0031818,CG9536,CG9536,protein_coding,CG9536
FBgn0029834,CG5937,CG5937,protein_coding,CG5937
FBgn0033650,CG13193,CG13193,protein_coding,CG13193
FBgn0265894,CR44683,CR44683,ncRNA,CR44683
FBgn0033867,Cpr50Ca,CG13338,protein_coding,Cuticular protein 50Ca
FBgn0260645,CG42537,CG42537,protein_coding,CG42537
FBgn0032428,Fam92,CG6405,protein_coding,CG6405
FBgn0036239,Pop2,CG5684,protein_coding,Pop2
FBgn0024542,Neos,CG8614,protein_coding,Neosin
FBgn0035249,CG17249,CG17249,protein_coding,CG17249
FBgn0264864,CR44055,CR44055,ncRNA,CR44055
FBgn0031501,CG17261,CG17261,protein_coding,CG17261
FBgn0264380,CR43832,CR43832,ncRNA,CR43832
FBgn0053155,CG33155,CG33155,protein_coding,CG33155
FBgn0036935,CG14186,CG14186,protein_coding,CG14186
FBgn0259163,CG42268,CG42268,protein_coding,CG42268
FBgn0039154,Npc2f,CG6164,protein_coding,Niemann-Pick type C-2f
FBgn0027930,MP1,CG1102,protein_coding,Melanization Protease 1
FBgn0266677,CR45167,CR45167,ncRNA,CR45167
FBgn0051015,PH4alphaPV,CG31015,protein_coding,prolyl-4-hydroxylase-alpha PV
FBgn0032961,CG1416,CG1416,protein_coding,CG1416
FBgn0050156,CG30156,CG30156,protein_coding,CG30156
FBgn0010504,kermit,CG11546,protein_coding,kermit
FBgn0265904,CR44693,CR44693,ncRNA,CR44693
FBgn0000280,Cec-Psi1,CR32926,pseudogene,Cecropin pseudogene 1
FBgn0052391,CG32391,CG32391,protein_coding,CG32391
FBgn0015602,BEAF-32,CG10159,protein_coding,Boundary element-associated factor of 32kD
FBgn0262983,CG43291,CG43291,protein_coding,CG43291
FBgn0052677,X11Lbeta,CG32677,protein_coding,X11Lbeta
FBgn0262873,Diedel2,CG43228,protein_coding,Diedel 2
FBgn0035140,BORCS6,CG17180,protein_coding,BLOC-1 related complex subunit 6
FBgn0026015,Top3beta,CG3458,protein_coding,Topoisomerase 3beta
FBgn0283638,mir-9388,CR46297,ncRNA,mir-9388 stem loop
FBgn0011276,HLH3B,CG2655,protein_coding,Helix loop helix protein 3B
FBgn0028699,Rh50,CG7499,protein_coding,Rh50
FBgn0260005,wtrw,CG31284,protein_coding,water witch
FBgn0264695,Mhc,CG17927,protein_coding,Myosin heavy chain
FBgn0267720,CR46053,CR46053,ncRNA,CR46053
FBgn0286881,CR46403,CR46403,pseudogene,CR46403
FBgn0266872,CR45333,CR45333,ncRNA,CR45333
FBgn0265582,CR44409,CR44409,ncRNA,CR44409
FBgn0034380,Vps51,CG15087,protein_coding,Vacuolar protein sorting 51
FBgn0004108,Nrt,CG9704,protein_coding,Neurotactin
FBgn0261386,Gpa2,CG17878,protein_coding,Glycoprotein hormone alpha 2
FBgn0001216,Hsc70-1,CG8937,protein_coding,Heat shock protein 70 cognate 1
FBgn0266896,CR45356,CR45356,ncRNA,CR45356
FBgn0267918,CR46199,CR46199,ncRNA,CR46199
FBgn0262204,mir-2279,CR42911,ncRNA,mir-2279 stem loop
FBgn0003169,put,CG7904,protein_coding,punt
FBgn0033935,Sin1,CG10105,protein_coding,SAPK-interacting protein 1
FBgn0031976,CG7367,CG7367,protein_coding,CG7367
FBgn0032724,CG10428,CG10428,protein_coding,CG10428
FBgn0267481,CR45831,CR45831,ncRNA,CR45831
FBgn0032002,CG8353,CG8353,protein_coding,CG8353
FBgn0046692,Stlk,CG40293,protein_coding,Ste20-like kinase
FBgn0026376,Rgl,CG8865,protein_coding,Ral guanine nucleotide dissociation stimulator-like
FBgn0047338,CG32148,CG32148,protein_coding,CG32148
FBgn0033408,ODA-Dnal1,CG8800,protein_coding,Outer dynein arm dynein axonemal light chain 1
FBgn0040079,pkaap,CG4132,protein_coding,pkaap
FBgn0034716,Oatp58Dc,CG3380,protein_coding,Organic anion transporting polypeptide 58Dc
FBgn0250849,CG32388,CG32388,protein_coding,CG32388
FBgn0052432,CG32432,CG32432,protein_coding,CG32432
FBgn0050506,Thr-TGT-2-2,CR30506,tRNA,Threonine-TGT 2-2
FBgn0264462,CR43870,CR43870,ncRNA,CR43870
FBgn0032447,PICK1,CG6167,protein_coding,Protein interacting with C kinase 1
FBgn0035611,CG13285,CG13285,protein_coding,CG13285
FBgn0032166,CG4619,CG4619,protein_coding,CG4619
FBgn0085420,DIP-delta,CG34391,protein_coding,Dpr-interacting protein delta
FBgn0266239,CR44934,CR44934,ncRNA,CR44934
FBgn0032938,CG8671,CG8671,protein_coding,CG8671
FBgn0037456,CG1138,CG1138,protein_coding,CG1138
FBgn0031981,Megf8,CG7466,protein_coding,Multiple EGF like domains 8
FBgn0039636,Atg14,CG11877,protein_coding,Autophagy-related 14
FBgn0266282,SMC6,CG5524,protein_coding,Structural maintenance of chromosomes 6
FBgn0265992,CR44767,CR44767,ncRNA,CR44767
FBgn0035981,CG4452,CG4452,protein_coding,CG4452
FBgn0032910,CG9265,CG9265,protein_coding,CG9265
FBgn0266004,CR44778,CR44778,ncRNA,CR44778
FBgn0052406,PVRAP,CG32406,protein_coding,PVR adaptor protein
FBgn0052686,CG32686,CG32686,protein_coding,CG32686
FBgn0288846,unc-45,CG2708,protein_coding,uncoordinated 45
FBgn0262117,IntS3,CG17665,protein_coding,Integrator 3
FBgn0032213,CG5390,CG5390,protein_coding,CG5390
FBgn0250830,CG12547,CG12547,protein_coding,CG12547
FBgn0034814,CG9890,CG9890,protein_coding,CG9890
FBgn0264877,CR44068,CR44068,ncRNA,CR44068
FBgn0014179,gcm,CG12245,protein_coding,glial cells missing
FBgn0035132,mthl10,CG17061,protein_coding,methuselah-like 10
FBgn0034417,CG15117,CG15117,protein_coding,CG15117
FBgn0266441,CG45071,CG45071,protein_coding,CG45071
FBgn0053869,CG33869,CG33869,protein_coding,CG33869
FBgn0262540,CG43094,CG43094,protein_coding,CG43094
FBgn0267159,CR45599,CR45599,ncRNA,CR45599
FBgn0052484,Sk2,CG32484,protein_coding,Sphingosine kinase 2
FBgn0039557,CG12259,CG12259,protein_coding,CG12259
FBgn0031478,CG8814,CG8814,protein_coding,CG8814
FBgn0051050,CG31050,CG31050,protein_coding,CG31050
FBgn0031950,Herp,CG14536,protein_coding,Homocysteine-induced endoplasmic reticulum protein
FBgn0261871,dpr2,CG33507,protein_coding,defective proboscis extension response 2
FBgn0004839,otk,CG8967,protein_coding,off-track
FBgn0265634,CR44441,CR44441,ncRNA,CR44441
FBgn0031968,CG7231,CG7231,protein_coding,CG7231
FBgn0031197,CG17601,CG17601,protein_coding,CG17601
FBgn0011305,Rsf1,CG5655,protein_coding,Repressor splicing factor 1
FBgn0030507,CG11164,CG11164,protein_coding,CG11164
FBgn0052750,CG32750,CG32750,protein_coding,CG32750
FBgn0034113,CG8060,CG8060,protein_coding,CG8060
FBgn0067629,CG33332,CG33332,protein_coding,CG33332
FBgn0032162,CG4592,CG4592,protein_coding,CG4592
FBgn0264569,CR43941,CR43941,ncRNA,CR43941
FBgn0034708,Vps35,CG5625,protein_coding,Vacuolar protein sorting 35
FBgn0037960,mthl5,CG6965,protein_coding,methuselah-like 5
FBgn0040285,Scamp,CG9195,protein_coding,Scamp
FBgn0038676,CG6026,CG6026,protein_coding,CG6026
FBgn0267790,rump,CG9373,protein_coding,rumpelstiltskin
FBgn0037754,CG8500,CG8500,protein_coding,CG8500
FBgn0266378,CR45020,CR45020,ncRNA,CR45020
FBgn0038001,CG17404,CG17404,protein_coding,CG17404
FBgn0039020,CG17141,CG17141,protein_coding,CG17141
FBgn0037117,CG11248,CG11248,protein_coding,CG11248
FBgn0038809,CG16953,CG16953,protein_coding,CG16953
FBgn0267480,CR45830,CR45830,ncRNA,CR45830
FBgn0003204,ras,CG1799,protein_coding,raspberry
FBgn0286733,Me28S-C2789,CR46375,snoRNA,Me28S-C2789
FBgn0064116,anox,CG33713,protein_coding,anorexia
FBgn0037422,Osi13,CG15595,protein_coding,Osiris 13
FBgn0036594,CG13047,CG13047,protein_coding,CG13047
FBgn0051550,CG31550,CG31550,protein_coding,CG31550
FBgn0011904,Lys-TTT-2-4,CR31486,tRNA,Lysine-TTT 2-4
FBgn0286882,CR46404,CR46404,pseudogene,CR46404
FBgn0040688,CG12483,CG12483,protein_coding,CG12483
FBgn0035106,rno,CG7036,protein_coding,rhinoceros
FBgn0036735,Edc3,CG6311,protein_coding,Enhancer of decapping 3
FBgn0025825,HDAC3,CG2128,protein_coding,Histone deacetylase 3
FBgn0000120,Arr1,CG5711,protein_coding,Arrestin 1
FBgn0038666,Smu1,CG5451,protein_coding,Smu1 spliceosomal factor
FBgn0032161,CG4594,CG4594,protein_coding,CG4594
FBgn0041342,Pcyt1,CG1049,protein_coding,Phosphocholine cytidylyltransferase 1
FBgn0082943,Me28S-A982a,CR34527,snoRNA,Me28S-A982a
FBgn0051999,CG31999,CG31999,protein_coding,CG31999
FBgn0038391,GATAe,CG10278,protein_coding,GATAe
FBgn0045842,yuri,CG31732,protein_coding,yuri gagarin
FBgn0026432,Grip163,CG5688,protein_coding,Grip163
FBgn0042135,Gdap2,CG18812,protein_coding,Gdap2
FBgn0288809,7SKb,CR46524,snRNA,small nuclear RNA 7SK b
FBgn0286781,cass,CG6582,protein_coding,cassowary
FBgn0020767,Spred,CG10155,protein_coding,Sprouty-related protein with EVH-1 domain
FBgn0028692,Rpn2,CG11888,protein_coding,Regulatory particle non-ATPase 2
FBgn0267570,CR45910,CR45910,ncRNA,CR45910
FBgn0039178,CG6356,CG6356,protein_coding,CG6356
FBgn0037040,CG12983,CG12983,protein_coding,CG12983
FBgn0035945,CG5026,CG5026,protein_coding,CG5026
FBgn0046888,Grl36a,CG31750,protein_coding,Gustatory receptor-like 36a
FBgn0085263,CG34234,CG34234,protein_coding,CG34234
FBgn0038018,Tim17a1,CG10090,protein_coding,Tim17a1
FBgn0036207,CG10907,CG10907,protein_coding,CG10907
FBgn0033848,CG13330,CG13330,protein_coding,CG13330
FBgn0004429,LysP,CG9116,protein_coding,Lysozyme P
FBgn0030569,CG9411,CG9411,protein_coding,CG9411
FBgn0082940,Me28S-C3227a,CR34533,snoRNA,Me28S-C3227a
FBgn0265671,CR44478,CR44478,ncRNA,CR44478
FBgn0050147,Hil,CG30147,protein_coding,Hillarin
FBgn0053362,CR33362,CR33362,rRNA,CR33362
FBgn0032819,Dus3,CG10463,protein_coding,Dihydrouridine synthase 3
FBgn0267118,CR45558,CR45558,ncRNA,CR45558
FBgn0263934,esn,CG43722,protein_coding,espinas
FBgn0036124,Noc1,CG7839,protein_coding,Nucleolar complex protein 1
FBgn0030936,CG6481,CG6481,protein_coding,CG6481
FBgn0288729,CG46504,CG46504,protein_coding,CG46504
FBgn0266884,CR45345,CR45345,ncRNA,CR45345
FBgn0028689,Rpn6,CG10149,protein_coding,Regulatory particle non-ATPase 6
FBgn0038363,Acyp2,CG18505,protein_coding,Acylphosphatase 2
FBgn0025878,wrapper,CG10382,protein_coding,wrapper
FBgn0053125,CG33125,CG33125,protein_coding,CG33125
FBgn0034507,CG11192,CG11192,protein_coding,CG11192
FBgn0286732,Or-CD14,CR46374,snoRNA,Orphan C/D box 14
FBgn0039291,Saysd1,CG13663,protein_coding,SAYSVFN motif domain containing 1
FBgn0039052,CG6733,CG6733,protein_coding,CG6733
FBgn0034221,CG10764,CG10764,protein_coding,CG10764
FBgn0037612,CG8112,CG8112,protein_coding,CG8112
FBgn0032814,CG10366,CG10366,protein_coding,CG10366
FBgn0040607,CG14244,CG14244,protein_coding,CG14244
FBgn0262598,mtsh,CG7795,protein_coding,mitoshell
FBgn0264574,Glut1,CG43946,protein_coding,Glucose transporter 1
FBgn0030984,tgy,CG7440,protein_coding,twiggy
FBgn0025709,CNT2,CG8083,protein_coding,Concentrative nucleoside transporter 2
FBgn0028573,prc,CG5700,protein_coding,pericardin
FBgn0013710,Tyr-GTA,CR34066,tRNA,Tyrosine-GTA
FBgn0033104,CG15237,CG15237,protein_coding,CG15237
FBgn0023216,Parg,CG2864,protein_coding,Poly(ADP-ribose) glycohydrolase
FBgn0002962,nanos,CG5637,protein_coding,nanos
FBgn0030786,mRpL22,CG4742,protein_coding,mitochondrial ribosomal protein L22
