"","Dmel.Gene.stable.ID","Dpse.Gene.stable.ID","Dpse.Gene.name","Dpse.Gene.type","LOC","Dmel.Gene.name.x","Dmel.orthology.confidence","Dmel.orthology.type","Dmel.Gene.name.y","Flybase.annotation.ID","Dmel.Gene.type","Dmel.Gene.description"
"197","FBgn0000578","LOC6898556","","protein_coding",6898556,"ena",1,"ortholog_one2one","ena","CG15112","protein_coding","enabled"
"198","FBgn0000579","LOC4817507","","protein_coding",4817507,"Eno",1,"ortholog_one2one","Eno","CG17654","protein_coding","Enolase"
"199","FBgn0000581","LOC4803905","","protein_coding",4803905,"E(Pc)",1,"ortholog_one2one","E(Pc)","CG7776","protein_coding","Enhancer of Polycomb"
"200","FBgn0000588","LOC4817553","","protein_coding",4817553,"esc",1,"ortholog_one2one","esc","CG14941","protein_coding","extra sexcombs"
"201","FBgn0000591","LOC4802205","","protein_coding",4802205,"E(spl)m8-HLH",1,"ortholog_one2one","E(spl)m8-HLH","CG8365","protein_coding","Enhancer of split m8, helix-loop-helix"
"202","FBgn0000592","LOC6900444","","protein_coding",6900444,"Est-6",1,"ortholog_many2many","Est-6","CG6917","protein_coding","Esterase 6"
"203","FBgn0000592","LOC4813124","","protein_coding",4813124,"Est-6",1,"ortholog_many2many","Est-6","CG6917","protein_coding","Esterase 6"
"204","FBgn0000592","LOC4813130","","protein_coding",4813130,"Est-6",1,"ortholog_many2many","Est-6","CG6917","protein_coding","Esterase 6"
"205","FBgn0000594","LOC6900444","","protein_coding",6900444,"Est-P",1,"ortholog_many2many","Est-P","CG17148","protein_coding","Esterase P"
"206","FBgn0000594","LOC4813124","","protein_coding",4813124,"Est-P",1,"ortholog_many2many","Est-P","CG17148","protein_coding","Esterase P"
"207","FBgn0000594","LOC4813130","","protein_coding",4813130,"Est-P",1,"ortholog_many2many","Est-P","CG17148","protein_coding","Esterase P"
"208","FBgn0000606","LOC4804709","","protein_coding",4804709,"eve",1,"ortholog_one2one","eve","CG2328","protein_coding","even skipped"
"209","FBgn0000611","LOC4811784","","protein_coding",4811784,"exd",0,"ortholog_one2one","exd","CG8933","protein_coding","extradenticle"
"210","FBgn0000615","LOC4804418","","protein_coding",4804418,"exu",1,"ortholog_one2many","exu","CG8994","protein_coding","exuperantia"
"211","FBgn0000615","LOC117185001","","protein_coding",117185001,"exu",0,"ortholog_one2many","exu","CG8994","protein_coding","exuperantia"
"212","FBgn0000615","LOC6901249","","protein_coding",6901249,"exu",0,"ortholog_one2many","exu","CG8994","protein_coding","exuperantia"
"213","FBgn0000617","LOC6901805","","protein_coding",6901805,"Taf9",1,"ortholog_one2one","Taf9","CG6474","protein_coding","TBP-associated factor 9"
"214","FBgn0000618","LOC4815862","","protein_coding",4815862,"e(y)2",1,"ortholog_one2one","e(y)2","CG15191","protein_coding","enhancer of yellow 2"
"215","FBgn0000625","LOC4813498","","protein_coding",4813498,"eyg",1,"ortholog_one2one","eyg","CG10488","protein_coding","eyegone"
"216","FBgn0000629","LOC4813247","","protein_coding",4813247,"E(z)",1,"ortholog_one2one","E(z)","CG6502","protein_coding","Enhancer of zeste"
"217","FBgn0000633","LOC4805164","","protein_coding",4805164,"tei",0,"ortholog_one2one","tei","CG17716","protein_coding","teiresias"
"218","FBgn0000635","LOC4814416","","protein_coding",4814416,"Fas2",1,"ortholog_one2one","Fas2","CG3665","protein_coding","Fasciclin 2"
"219","FBgn0000636","LOC4816969","","protein_coding",4816969,"Fas3",1,"ortholog_one2one","Fas3","CG5803","protein_coding","Fasciclin 3"
"220","FBgn0000639","LOC4813630","","protein_coding",4813630,"Fbp1",1,"ortholog_one2one","Fbp1","CG17285","protein_coding","Fat body protein 1"
"221","FBgn0000640","LOC4817994","","protein_coding",4817994,"Fbp2",1,"ortholog_one2one","Fbp2","CG3763","protein_coding","Fat body protein 2"
"222","FBgn0000644","LOC4814904","","protein_coding",4814904,"Fcp3C",1,"ortholog_one2one","Fcp3C","CG4015","protein_coding","Follicle cell protein 3C"
"223","FBgn0000658","LOC4804788","","protein_coding",4804788,"fj",1,"ortholog_one2one","fj","CG10917","protein_coding","four-jointed"
"224","FBgn0000659","LOC4801871","","protein_coding",4801871,"fkh",0,"ortholog_one2one","fkh","CG10002","protein_coding","fork head"
"225","FBgn0000662","LOC4805158","","protein_coding",4805158,"fl(2)d",1,"ortholog_one2one","fl(2)d","CG6315","protein_coding","female lethal d"
"226","FBgn0000667","LOC4815437","","protein_coding",4815437,"Actn",1,"ortholog_one2one","Actn","CG4376","protein_coding","alpha actinin"
"227","FBgn0000709","LOC6901250","","protein_coding",6901250,"fliI",1,"ortholog_one2one","fliI","CG1484","protein_coding","flightless I"
"228","FBgn0000711","LOC6901473","","protein_coding",6901473,"flw",1,"ortholog_one2one","flw","CG2096","protein_coding","flapwing"
"229","FBgn0000715","LOC4804717","","protein_coding",4804717,"FMRFa",1,"ortholog_one2one","FMRFa","CG2346","protein_coding","FMRFamide"
"230","FBgn0000719","LOC4816044","","protein_coding",4816044,"fog",1,"ortholog_one2one","fog","CG9559","protein_coding","folded gastrulation"
"231","FBgn0000721","LOC4817047","","protein_coding",4817047,"for",1,"ortholog_one2one","for","CG10033","protein_coding","foraging"
"232","FBgn0000723","LOC4800602","","protein_coding",4800602,"FER",1,"ortholog_one2one","FER","CG8874","protein_coding","FER tyrosine kinase"
"233","FBgn0000808","LOC4814518","","protein_coding",4814518,"gd",1,"ortholog_one2one","gd","CG1505","protein_coding","gastrulation-defective"
"234","FBgn0000810","LOC4815790","","protein_coding",4815790,"fs(1)K10",1,"ortholog_one2one","fs(1)K10","CG3218","protein_coding","female sterile (1) K10"
"235","FBgn0000826",NA,NA,NA,NA,NA,NA,NA,"png","CG11420","protein_coding","pan gu"
"236","FBgn0000927","LOC4815194","","protein_coding",4815194,"fs(1)Ya",1,"ortholog_one2one","fs(1)Ya","CG2707","protein_coding","female sterile (1) Young arrest"
"237","FBgn0000928",NA,NA,NA,NA,NA,NA,NA,"fs(1)Yb","CG2706","protein_coding","female sterile (1) Yb"
"238","FBgn0000964","LOC4816276","","protein_coding",4816276,"tj",1,"ortholog_one2one","tj","CG10034","protein_coding","traffic jam"
"239","FBgn0000996","LOC4804851","","protein_coding",4804851,"dup",1,"ortholog_one2one","dup","CG8171","protein_coding","double parked"
"240","FBgn0001075","LOC4817792","","protein_coding",4817792,"ft",1,"ortholog_one2one","ft","CG3352","protein_coding","fat"
"241","FBgn0001077",NA,NA,NA,NA,NA,NA,NA,"ftz","CG2047","protein_coding","fushi tarazu"
"242","FBgn0001078","LOC4813256","","protein_coding",4813256,"ftz-f1",1,"ortholog_one2one","ftz-f1","CG4059","protein_coding","ftz transcription factor 1"
"243","FBgn0001079","LOC4814263","","protein_coding",4814263,"fu",1,"ortholog_one2one","fu","CG6551","protein_coding","fused"
"244","FBgn0001083","LOC6901690","","protein_coding",6901690,"fw",1,"ortholog_one2one","fw","CG1500","protein_coding","furrowed"
"245","FBgn0001084","LOC4817938","","protein_coding",4817938,"fy",1,"ortholog_one2one","fy","CG13396","protein_coding","fuzzy"
"246","FBgn0001085","LOC4813725","","protein_coding",4813725,"fz",1,"ortholog_one2one","fz","CG17697","protein_coding","frizzled"
"247","FBgn0001086","LOC4817764","","protein_coding",4817764,"fzy",1,"ortholog_one2many","fzy","CG4274","protein_coding","fizzy"
"248","FBgn0001086","LOC6903998","","protein_coding",6903998,"fzy",0,"ortholog_one2many","fzy","CG4274","protein_coding","fizzy"
"249","FBgn0001087","LOC4814676","","protein_coding",4814676,"g",1,"ortholog_one2one","g","CG10986","protein_coding","garnet"
"250","FBgn0001089","LOC6903333","","protein_coding",6903333,"Gal",1,"ortholog_one2one","Gal","CG9092","protein_coding","beta galactosidase"
"251","FBgn0001090","LOC6901039","","protein_coding",6901039,"bnb",1,"ortholog_one2one","bnb","CG7088","protein_coding","bangles and beads"
"252","FBgn0001091","LOC4811785","","protein_coding",4811785,"Gapdh1",0,"ortholog_one2many","Gapdh1","CG12055","protein_coding","Glyceraldehyde 3 phosphate dehydrogenase 1"
"253","FBgn0001092","LOC4811785","","protein_coding",4811785,"Gapdh2",0,"ortholog_one2many","Gapdh2","CG8893","protein_coding","Glyceraldehyde 3 phosphate dehydrogenase 2"
"254","FBgn0001098","LOC4801742","","protein_coding",4801742,"Gdh",1,"ortholog_one2one","Gdh","CG5320","protein_coding","Glutamate dehydrogenase"
"255","FBgn0001099","LOC4813035","","protein_coding",4813035,"gdl",1,"ortholog_one2one","gdl","CG33756","protein_coding","gonadal"
"256","FBgn0001104","LOC4814006","","protein_coding",4814006,"Galphai",1,"ortholog_one2one","Galphai","CG10060","protein_coding","G protein alpha subunit i"
"257","FBgn0001105","LOC117184417","","protein_coding",117184417,"Gbeta13F",0,"ortholog_one2one","Gbeta13F","CG10545","protein_coding","G protein beta subunit 13F"
"258","FBgn0001108","LOC4813342","","protein_coding",4813342,"DCTN1-p150",1,"ortholog_one2one","DCTN1-p150","CG9206","protein_coding","Dynactin 1, p150 subunit"
"259","FBgn0001112","LOC4802941","","protein_coding",4802941,"Gld",1,"ortholog_one2one","Gld","CG1152","protein_coding","Glucose dehydrogenase"
"260","FBgn0001114","LOC6902376","","protein_coding",6902376,"Glt",1,"ortholog_one2one","Glt","CG9280","protein_coding","Glutactin"
"261","FBgn0001120","LOC4812954","","protein_coding",4812954,"gnu",1,"ortholog_one2one","gnu","CG5272","protein_coding","giant nuclei"
"262","FBgn0001122","LOC4805339","","protein_coding",4805339,"Galphao",1,"ortholog_one2one","Galphao","CG2204","protein_coding","G protein alpha subunit o"
"263","FBgn0001123","LOC4803526","","protein_coding",4803526,"Galphas",1,"ortholog_one2one","Galphas","CG2835","protein_coding","G protein alpha subunit s"
"264","FBgn0001124","LOC6898959","","protein_coding",6898959,"Got1",0,"ortholog_one2one","Got1","CG8430","protein_coding","Glutamate oxaloacetate transaminase 1"
"265","FBgn0001125","LOC4817530","","protein_coding",4817530,"Got2",1,"ortholog_one2one","Got2","CG4233","protein_coding","Glutamate oxaloacetate transaminase 2"
"266","FBgn0001128","LOC6903339","","protein_coding",6903339,"Gpdh1",1,"ortholog_one2one","Gpdh1","CG9042","protein_coding","Glycerol-3-phosphate dehydrogenase 1"
"267","FBgn0001133",NA,NA,NA,NA,NA,NA,NA,"grau","CG33133","protein_coding","grauzone"
"268","FBgn0001134","LOC4813718","","protein_coding",4813718,"Grd",1,"ortholog_one2one","Grd","CG7446","protein_coding","Glycine receptor"
"269","FBgn0001137","LOC6903541","","protein_coding",6903541,"grk",1,"ortholog_one2one","grk","CG17610","protein_coding","gurken"
"270","FBgn0001138","LOC4801588","","protein_coding",4801588,"grn",1,"ortholog_one2one","grn","CG9656","protein_coding","grain"
"271","FBgn0001139","LOC4802203","","protein_coding",4802203,"gro",1,"ortholog_one2one","gro","CG8384","protein_coding","groucho"
"272","FBgn0001142","LOC117183175","","protein_coding",117183175,"Gs1",1,"ortholog_one2one","Gs1","CG2718","protein_coding","Glutamine synthetase 1"
"273","FBgn0001145","LOC4814594","","protein_coding",4814594,"Gs2",1,"ortholog_one2one","Gs2","CG1743","protein_coding","Glutamine synthetase 2"
"274","FBgn0001147","LOC4804615","","protein_coding",4804615,"gsb-n",1,"ortholog_one2one","gsb-n","CG2692","protein_coding","gooseberry-neuro"
"275","FBgn0001148","LOC4804616","","protein_coding",4804616,"gsb",1,"ortholog_one2one","gsb","CG3388","protein_coding","gooseberry"
"276","FBgn0001149",NA,NA,NA,NA,NA,NA,NA,"GstD1","CG10045","protein_coding","Glutathione S transferase D1"
"277","FBgn0001150","LOC4816094","","protein_coding",4816094,"gt",0,"ortholog_one2one","gt","CG7952","protein_coding","giant"
"278","FBgn0001168","LOC4812723","","protein_coding",4812723,"hry",1,"ortholog_one2one","hry","CG6494","protein_coding","hairy"
"279","FBgn0001169","LOC4800881","","protein_coding",4800881,"H",1,"ortholog_one2one","H","CG5460","protein_coding","Hairless"
"280","FBgn0001170","LOC4817870","","protein_coding",4817870,"H2.0",1,"ortholog_one2one","H2.0","CG11607","protein_coding","Homeodomain protein 2.0"
"281","FBgn0001174","LOC4817641","","protein_coding",4817641,"halo",1,"ortholog_one2one","halo","CG7428","protein_coding","halo"
"282","FBgn0001179","LOC4813754","","protein_coding",4813754,"hay",1,"ortholog_one2one","hay","CG8019","protein_coding","haywire"
"283","FBgn0001180","LOC4803003","","protein_coding",4803003,"hb",1,"ortholog_one2one","hb","CG9786","protein_coding","hunchback"
"284","FBgn0001185","LOC4817505","","protein_coding",4817505,"her",1,"ortholog_one2one","her","CG4694","protein_coding","hermaphrodite"
"285","FBgn0001186","LOC4815359","","protein_coding",4815359,"Hex-A",0,"ortholog_one2one","Hex-A","CG3001","protein_coding","Hexokinase A"
"286","FBgn0001187","LOC4803365","","protein_coding",4803365,"Hex-C",1,"ortholog_one2one","Hex-C","CG8094","protein_coding","Hexokinase C"
"287","FBgn0001189","LOC4815430","","protein_coding",4815430,"hfw",1,"ortholog_one2one","hfw","CG3095","protein_coding","halfway"
"288","FBgn0001197","LOC4800745","","protein_coding",4800745,"His2Av",1,"ortholog_one2one","His2Av","CG5499","protein_coding","Histone H2A variant"
"289","FBgn0001202","LOC4817456","","protein_coding",4817456,"hook",1,"ortholog_one2many","hook","CG10653","protein_coding","hook"
"290","FBgn0001202","LOC117183994","","protein_coding",117183994,"hook",1,"ortholog_one2many","hook","CG10653","protein_coding","hook"
"291","FBgn0001206",NA,NA,NA,NA,NA,NA,NA,"Hmr","CG1619","protein_coding","Hybrid male rescue"
"292","FBgn0001208","LOC4812210","","protein_coding",4812210,"Hn",1,"ortholog_one2one","Hn","CG7399","protein_coding","Henna"
"293","FBgn0001215","LOC6896845","","protein_coding",6896845,"Hrb98DE",1,"ortholog_one2one","Hrb98DE","CG9983","protein_coding","Heterogeneous nuclear ribonucleoprotein at 98DE"
"294","FBgn0001216","LOC6900589","","protein_coding",6900589,"Hsc70-1",1,"ortholog_one2one","Hsc70-1","CG8937","protein_coding","Heat shock protein 70 cognate 1"
"295","FBgn0001217","LOC4801399","","protein_coding",4801399,"Hsc70-2",1,"ortholog_one2one","Hsc70-2","CG7756","protein_coding","Heat shock protein 70 cognate 2"
"296","FBgn0001218","LOC4815139","","protein_coding",4815139,"Hsc70-3",1,"ortholog_one2one","Hsc70-3","CG4147","protein_coding","Heat shock protein 70 cognate 3"
"297","FBgn0001220","LOC4805483","","protein_coding",4805483,"Hsc70-5",1,"ortholog_one2one","Hsc70-5","CG8542","protein_coding","Heat shock protein 70 cognate 5"
"298","FBgn0001222","LOC4804149","","protein_coding",4804149,"Hsf",1,"ortholog_one2one","Hsf","CG5748","protein_coding","Heat shock factor"
"299","FBgn0001223","LOC4814177","","protein_coding",4814177,"Hsp22",1,"ortholog_one2one","Hsp22","CG4460","protein_coding","Heat shock protein 22"
"300","FBgn0001224","LOC4814180","","protein_coding",4814180,"Hsp23",1,"ortholog_one2many","Hsp23","CG4463","protein_coding","Heat shock protein 23"
"301","FBgn0001224","LOC117184970","","protein_coding",117184970,"Hsp23",1,"ortholog_one2many","Hsp23","CG4463","protein_coding","Heat shock protein 23"
"302","FBgn0001225","LOC4814183","","protein_coding",4814183,"Hsp26",1,"ortholog_one2one","Hsp26","CG4183","protein_coding","Heat shock protein 26"
"303","FBgn0001226",NA,NA,NA,NA,NA,NA,NA,"Hsp27","CG4466","protein_coding","Heat shock protein 27"
"304","FBgn0001227","LOC4814181","","protein_coding",4814181,"Hsp67Ba",1,"ortholog_one2one","Hsp67Ba","CG4167","protein_coding","Heat shock gene 67Ba"
"305","FBgn0001228",NA,NA,NA,NA,NA,NA,NA,"CG4456","CG4456","protein_coding","CG4456"
"306","FBgn0001229","LOC4814184","","protein_coding",4814184,"Hsp67Bc",1,"ortholog_one2one","Hsp67Bc","CG4190","protein_coding","Heat shock gene 67Bc"
"307","FBgn0001230","LOC4801762","","protein_coding",4801762,"Hsp68",1,"ortholog_one2many","Hsp68","CG5436","protein_coding","Heat shock protein 68"
"308","FBgn0001230","LOC6897333","","protein_coding",6897333,"Hsp68",0,"ortholog_one2many","Hsp68","CG5436","protein_coding","Heat shock protein 68"
"309","FBgn0001233","LOC4813013","","protein_coding",4813013,"Hsp83",1,"ortholog_one2one","Hsp83","CG1242","protein_coding","Heat shock protein 83"
"310","FBgn0001234",NA,NA,NA,NA,NA,NA,NA,"Hsromega","CR31400","ncRNA","Heat shock RNA omega"
"311","FBgn0001235","LOC4801015","","protein_coding",4801015,"hth",1,"ortholog_one2one","hth","CG17117","protein_coding","homothorax"
"312","FBgn0001247","LOC4813975","","protein_coding",4813975,"Ide",1,"ortholog_one2one","Ide","CG5517","protein_coding","Insulin degrading metalloproteinase"
"313","FBgn0001248","LOC4813939","","protein_coding",4813939,"Idh",1,"ortholog_one2one","Idh","CG7176","protein_coding","Isocitrate dehydrogenase"
"314","FBgn0001250","LOC4815765","","protein_coding",4815765,"if",1,"ortholog_one2one","if","CG9623","protein_coding","inflated"
"315","FBgn0001253","LOC4813940","","protein_coding",4813940,"ImpE1",1,"ortholog_one2one","ImpE1","CG32356","protein_coding","Ecdysone-inducible gene E1"
"316","FBgn0001254","LOC4812384","","protein_coding",4812384,"ImpE2",1,"ortholog_one2one","ImpE2","CG1934","protein_coding","Ecdysone-inducible gene E2"
"317","FBgn0001255","LOC4802718","","protein_coding",4802718,"ImpE3",1,"ortholog_one2one","ImpE3","CG2723","protein_coding","Ecdysone-inducible gene E3"
"318","FBgn0001256","LOC4813470","","protein_coding",4813470,"ImpL1",1,"ortholog_one2one","ImpL1","CG10717","protein_coding","Ecdysone-inducible gene L1"
"319","FBgn0001257","LOC4812663","","protein_coding",4812663,"ImpL2",1,"ortholog_one2one","ImpL2","CG15009","protein_coding","Ecdysone-inducible gene L2"
"320","FBgn0001258","LOC4814156","","protein_coding",4814156,"Ldh",1,"ortholog_one2one","Ldh","CG10160","protein_coding","Lactate dehydrogenase"
"321","FBgn0001259","LOC4813426","","protein_coding",4813426,"in",1,"ortholog_one2one","in","CG16993","protein_coding","inturned"
"322","FBgn0001263","LOC4805492","","protein_coding",4805492,"inaD",1,"ortholog_one2one","inaD","CG3504","protein_coding","inactivation no afterpotential D"
"323","FBgn0001269","LOC4803906","","protein_coding",4803906,"inv",1,"ortholog_one2one","inv","CG17835","protein_coding","invected"
"324","FBgn0001276","LOC4805026","","protein_coding",4805026,"ix",1,"ortholog_one2one","ix","CG13201","protein_coding","intersex"
"325","FBgn0001280","LOC4800256","","protein_coding",4800256,"janA",1,"ortholog_one2one","janA","CG7933","protein_coding","janus A"
"326","FBgn0001281","LOC4800255","","protein_coding",4800255,"janB",1,"ortholog_one2many","janB","CG7931","protein_coding","janus B"
"327","FBgn0001285","LOC4805058","","protein_coding",4805058,"Jon44E",1,"ortholog_one2one","Jon44E","CG8579","protein_coding","Jonah 44E"
